"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024127","1997-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.7",",X","0.0","0","0.0",",0","13",",0","8",",0","0",",0","14",",0","4",",0","0",",0","28",",0","7",",0","0",",0","0",",0","14","","1","","19970117","+,,0","19970115",",,0","19970123",",,0","","","19970102",",,0","19970102",",,0","-12.2",",0,17,+","127",",,0,15,","137",",,0,23,","13.7",",,0,02,","15.0",",0,02,","1692.3","0","   6.7",",,,0,0,2","   5.6","2,,,0,0,3","564.6",",0","   7.2",",,,0,0,2","   7.2","2,,,0,0,3","   0.6",",,,0,0,2","   0.0","2,,,0,0,3","   0.6",",,,0,0,2","   0.0","2,,,0,0,3","   2.0",",,,0,0,2","   1.6","2,,,0,0,3","   2.9",",,,0,0,2","   2.1","2,,,0,0,3","57.7",",,,0","","","","","","","","","412",",,,0","0.12",",0","4.69",",,,0","-4.45",",,,0","4330",",X","","","170",",X","","","180",",X","","","","","13.0",",X","","","18.3",",X","",""
"USW00024127","1997-02","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.4",",X","0.0","0","0.0",",0","10",",0","6",",0","0",",0","10",",0","5",",0","0",",0","25",",0","1",",0","0",",0","0",",0","10","","","","19970207",",,0","19970206",",,0","19970205",",,0","","","19970202",",,0","19970215",",,0","-7.2",",0,07,","76",",,0,06,","71",",,0,05,","8.6",",,0,02,","13.3",",0,15,","2155.1","0","   2.8","5,,,0,0,2","   2.8","2,,,0,0,3","462.8",",0","   5.0","5,,,0,0,2","   2.8","2,,,0,0,3","   0.0","5,,,0,0,2","   0.6","2,,,0,0,3","   1.1","5,,,0,0,2","   1.1","2,,,0,0,3","   1.2","5,,,0,0,2","   1.8","2,,,0,0,3","   3.1","5,,,0,0,2","   2.4","2,,,0,0,3","41.3",",,,0","","","","","","","","","281",",,,0","1.80",",0","6.46",",,,0","-2.85",",,,0","7786",",X","","","330",",X","","","320",",X","","","","","11.2",",X","","","13.9",",X","",""
"USW00024127","1997-03","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.3",",X","0.0","0","0.0",",0","8",",0","2",",0","0",",0","4",",0","3",",0","0",",0","14",",0","0",",0","4",",0","0",",0","2","","","","19970301",",,0","19970303",",,0","19970302",",,0","","","19970331",",,0","19970320",",,0","-6.1",",0,01,","76",",,0,03,","86",",,0,02,","10.4",",,0,31,","23.3",",0,20,","2482.7","0","   7.2",",,,0,0,2","   7.8","1,,,0,0,3","327.6",",0","  11.1",",,,0,0,2","   8.3","1,,,0,0,3","   0.6",",,,0,0,2","   1.1","1,,,0,0,3","   1.7",",,,0,0,2","   1.1","1,,,0,0,3","   4.1",",,,0,0,2","   4.4","1,,,0,0,3","   7.1",",,,0,0,2","   5.2","1,,,0,0,3","24.7",",,,0","","","","","","","","","180",",,,0","7.77",",0","14.77",",,,0","0.76",",,,0","19463",",X","","","280",",X","","","180",",X","","","","","15.6",",X","","","20.6",",X","",""
"USW00024127","1997-04","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.1",",X","0.0","0","0.0",",0","12",",0","7",",0","0",",0","2",",0","2",",0","0",",0","10",",0","0",",0","6",",0","0",",0","","","","","19970412",",,0","19970405",",,0","19970405",",,0","1","","19970423",",,0","19970418","+,,0","-5.0",",0,12,","76",",,0,05,","79",",,0,05,","14.7",",,0,23,","26.1",",0,18,+","2761.5","0","  11.1",",,,0,0,2","  11.1",",,,0,0,3","278.8",",0","  15.6",",,,0,0,2","  12.2",",,,0,0,3","   3.3",",,,0,0,2","   4.4",",,,0,0,3","   7.2",",,,0,0,2","   5.6",",,,0,0,3","   6.9",",,,0,0,2","   7.2",",,,0,0,3","  11.4",",,,0,0,2","   8.9",",,,0,0,3","56.4",",,,0","","","","","","","","","112",",,,0","9.04",",0","15.41",",,,0","2.67",",,,0","17287",",X","","","","","","","320",",X","","","","","","","","","18.3",",X","",""
"USW00024127","1997-05","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.9",",X","38.3","0","38.3",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","","","","","19970502",",,0","19970531","+,,0","19970525","+,,0","5","","19970524",",,0","19970531",",,0","0.6",",0,02,","0",",,0,31,+","0",",T,0,25,+","26.4",",,0,24,","35.0",",0,31,","2827.5","0","  22.2","3,,,0,0,2","  16.7",",,,0,0,3","66.0",",0","  26.7","2,,,0,0,2","  20.0",",,,0,0,3","   7.8","3,,,0,0,2","   6.1",",,,0,0,3","  12.2","2,,,0,0,2","  11.1",",,,0,0,3","  16.3","3,,,0,0,2","  13.7",",,,0,0,3","  20.2","2,,,0,0,2","  16.2",",,,0,0,3","44.9",",,,0","","","","","","","","","0",",T,,0","17.44",",0","24.85",",,,0","10.04",",,,0","18564",",X","","","260",",X","","","270",",X","","","","","13.4",",X","","","19.7",",X","",""
"USW00024127","1997-06","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.6",",X","133.9","0","95.6",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","19970625",",,0","19970630","+,,0","19970610",",,0","6","","19970610",",,0","19970626",",,0","8.3",",0,25,","0",",,0,30,+","0",",T,0,10,","17.8",",,0,10,","35.0",",0,26,","2837.7","0","  20.6",",,,0,0,2","  20.6",",,,0,0,3","10.2",",0","  25.6",",,,0,0,2","  21.7",",,,0,0,3","  13.3",",,,0,0,2","  16.1",",,,0,0,3","  20.0",",,,0,0,2","  17.8",",,,0,0,3","  17.0",",,,0,0,2","  17.8",",,,0,0,3","  23.2",",,,0,0,2","  19.8",",,,0,0,3","44.0",",,,0","","","","","","","","","0",",T,,0","21.18",",0","28.13",",,,0","14.23",",,,0","21417",",X","","","290",",X","","","180",",X","","","","","13.9",",X","","","23.7",",X","",""
"USW00024127","1997-07","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.0",",X","310.3","0","176.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","19970702",",,0","19970731","+,,0","19970731","+,,0","5","","19970712",",,0","19970715",",,0","8.9",",0,02,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,12,","37.8",",0,15,","3.9","0","  20.0",",,,0,0,2","  21.1",",,,0,0,3","3.9",",0","  25.6",",,,0,0,2","  22.8",",,,0,0,3","  14.4",",,,0,0,2","  17.2",",,,0,0,3","  21.7",",,,0,0,2","  18.3",",,,0,0,3","  17.8",",,,0,0,2","  18.7",",,,0,0,3","  23.8",",,,0,0,2","  20.8",",,,0,0,3","21.4",",,,0","","","","","","","","","0",",,,0","23.90",",0","31.81",",,,0","15.99",",,,0","23576",",X","","","160",",X","","","320",",X","","","","","11.6",",X","","","17.9",",X","",""
"USW00024127","1997-08","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.9","1,X","546.1","0","235.8",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","1","","","","19970813","+,,0","19970831","+,,0","19970831","+,,0","13","","19970810",",,0","19970803",",,0","14.4",",0,13,+","0",",,0,31,+","0",",,0,31,+","5.8",",,0,10,","37.2",",0,03,","3.9","0","  20.6",",,,0,0,2","  21.1","1,,,0,0,3","0.0",",0","  29.4",",,,0,0,2","  23.9","1,,,0,0,3","  15.6",",,,0,0,2","  18.3","1,,,0,0,3","  21.1",",,,0,0,2","  18.9","1,,,0,0,3","  18.8",",,,0,0,2","  19.8","1,,,0,0,3","  24.5",",,,0,0,2","  21.6","1,,,0,0,3","16.1",",,,0","","","","","","","","","0",",,,0","25.94",",0","33.24",",,,0","18.64",",,,0","21515",",X","","","340",",X","","","140",",X","","","","","17.9",",X","","","30.4",",X","",""
"USW00024127","1997-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.5",",X","627.5","0","81.4",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","6",",0","","","","","19970928",",,0","19970930","+,,0","19970930","+,,0","6","","19970919",",,0","19970908","+,,0","5.0",",0,28,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,19,","33.9",",0,08,+","39.4","0","  19.4",",,,0,0,2","  19.4","1,,,0,0,3","35.5",",0","  22.8",",,,0,0,2","  20.6","1,,,0,0,3","  13.3",",,,0,0,2","  14.4","1,,,0,0,3","  16.1",",,,0,0,2","  15.6","1,,,0,0,3","  16.1",",,,0,0,2","  16.9","1,,,0,0,3","  20.1",",,,0,0,2","  17.9","1,,,0,0,3","38.1",",,,0","","","","","","","","","0",",,,0","19.86",",0","26.62",",,,0","13.11",",,,0","16791",",X","","","170",",X","","","180",",X","","","","","14.3",",X","","","18.3",",X","",""
"USW00024127","1997-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.3",",X","635.1","0","7.6",",0","8",",0","5",",0","0",",0","1",",0","1",",0","0",",0","5",",0","0",",0","12",",0","0",",0","3","","","","19971026",",,0","19971024",",,0","19971024",",,0","4","","19971011",",,0","19971002",",,0","-2.2",",0,26,","25",",,0,24,","30",",,0,24,","22.6",",,0,11,","30.6",",0,02,","256.8","0","  17.8",",,,0,0,2","  16.1",",,,0,0,3","217.4",",0","  18.3",",,,0,0,2","  16.1",",,,0,0,3","   6.1",",,,0,0,2","   7.8",",,,0,0,3","  10.0",",,,0,0,2","   8.3",",,,0,0,3","  10.2",",,,0,0,2","  11.0",",,,0,0,3","  13.6",",,,0,0,2","  11.8",",,,0,0,3","47.7",",,,0","","","","","","","","","43",",,,0","11.56",",0","18.78",",,,0","4.35",",,,0","13927",",X","","","200",",X","","","180",",X","","","","","15.6",",X","","","22.8",",X","",""
"USW00024127","1997-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.4",",X","635.1","0","0.0",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","0",",0","0",",0","7","","","","19971115",",,0","19971130","+,,0","19971121","+,,0","","","19971127",",,0","19971106",",,0","-6.1",",0,15,","0",",,0,30,+","0",",T,0,21,+","8.1",",,0,27,","19.4",",0,06,","637.6","0","   7.8",",,,0,0,2","   8.3","1,,,0,0,3","380.8",",0","  14.4",",,,0,0,2","  10.0","1,,,0,0,3","   2.8",",,,0,0,2","   5.0","1,,,0,0,3","   5.6",",,,0,0,2","   5.0","1,,,0,0,3","   5.4",",,,0,0,2","   6.6","1,,,0,0,3","   8.5",",,,0,0,2","   7.0","1,,,0,0,3","22.2",",,,0","","","","","","","","","0",",T,,0","5.64",",0","11.31",",,,0","-0.03",",,,0","7450",",X","","","170",",X","","","180",",X","","","","","12.5",",X","","","18.3",",X","",""
"USW00024127","1997-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.2",",X","635.1","0","0.0",",0","6",",0","1",",0","0",",0","23",",0","3",",0","0",",0","28",",0","11",",0","0",",0","0",",0","13","","","","19971226",",,0","19971229","+,,0","19971208",",,0","","","19971208",",,0","19971207","+,,0","-13.3",",0,26,","76",",,0,29,+","91",",,0,08,","10.4",",,0,08,","7.2",",0,07,+","1277.2","0","   4.4",",,,0,0,2","   5.0",",,,0,0,3","639.6",",0","   6.1",",,,0,0,2","   5.6",",,,0,0,3","  -1.1",",,,0,0,2","   0.6",",,,0,0,3","   1.1",",,,0,0,2","   0.6",",,,0,0,3","   1.2",",,,0,0,2","   2.1",",,,0,0,3","   2.9",",,,0,0,2","   2.3",",,,0,0,3","16.2",",,,0","","","","","","","","","167",",,,0","-2.30",",0","2.33",",,,0","-6.93",",,,0","9904",",X","","","290",",X","","","270",",X","","","","","11.2",",X","","","13.9",",X","",""
"USW00024127","1998-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.9",",X","0.0","0","0.0",",0","11",",0","5",",0","0",",0","9",",0","1",",0","0",",0","21",",0","0",",0","0",",0","0",",0","9","","","","19980106",",,0","19980105",",,0","19980105",",,0","1","","19980105",",,0","19980126",",,0","-10.6",",0,06,","127",",,0,05,","122",",,0,05,","9.1",",,0,05,","13.9",",0,26,","1744.4","0","   2.2","2,,,0,0,2","   2.8",",,,0,0,3","467.2",",0","   5.0","2,,,0,0,2","   3.3",",,,0,0,3","  -1.1","2,,,0,0,2","   0.0",",,,0,0,3","   1.1","2,,,0,0,2","   0.6",",,,0,0,3","   0.5","2,,,0,0,2","   1.3",",,,0,0,3","   3.2","2,,,0,0,2","   1.7",",,,0,0,3","41.5",",,,0","","","","","","","","","160",",,,0","3.26",",0","8.31",",,,0","-1.78",",,,0","7468",",X","","","180",",X","","","240",",X","","","","","14.3",",X","","","21.9",",X","",""
"USW00024127","1998-02","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.1",",X","0.0","0","0.0",",0","14",",0","12",",0","1",",0","5",",0","8",",0","0",",0","17",",0","1",",0","0",",0","0",",0","11","","1","","19980228",",,0","19980226",",,0","19980225",",,0","","","19980224",",,0","19980204","+,,0","-11.7",",0,28,","432",",,0,26,","274",",,0,25,","31.2",",,0,24,","13.3",",0,04,+","2172.4","0","   4.4",",,,0,0,2","   4.4","3,,,0,0,3","428.0",",0","   6.1",",,,0,0,2","   5.0","3,,,0,0,3","   0.6",",,,0,0,2","   1.1","3,,,0,0,3","   2.2",",,,0,0,2","   1.7","3,,,0,0,3","   2.6",",,,0,0,2","   2.9","3,,,0,0,3","   4.6",",,,0,0,2","   3.4","3,,,0,0,3","124.2",",,,0","","","","","","","","","815",",,,0","3.05",",0","7.00",",,,0","-0.90",",,,0","6438",",X","","","180",",X","","","180",",X","","","","","13.4",",X","","","23.2",",X","",""
"USW00024127","1998-03","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.7",",X","0.0","0","0.0",",0","9",",0","6",",0","0",",0","13",",0","3",",0","0",",0","18",",0","2",",0","2",",0","0",",0","12","","2","","19980308","+,,0","19980301",",,0","19980306",",,0","1","","19980327",",,0","19980324",",,0","-10.0",",0,08,+","356",",,0,01,","160",",,0,06,","23.6",",,0,27,","23.9",",0,24,","2595.3","0","   8.9",",,,0,0,2","   8.3","1,,,0,0,3","422.9",",0","  12.2",",,,0,0,2","   8.9","1,,,0,0,3","   0.0",",,,0,0,2","   1.1","1,,,0,0,3","   1.7",",,,0,0,2","   1.1","1,,,0,0,3","   3.2",",,,0,0,2","   3.6","1,,,0,0,3","   6.3",",,,0,0,2","   4.5","1,,,0,0,3","75.3",",,,0","","","","","","","","","375",",,,0","4.69",",0","9.97",",,,0","-0.59",",,,0","13901",",X","","","190",",X","190",",X","","","","","","","16.1",",X","17.9",",X","","","",""
"USW00024127","1998-04","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.1",",X","1.7","0","1.7",",0","13",",0","7",",0","0",",0","0",",0","2",",0","0",",0","2",",0","0",",0","4",",0","0",",0","13","","","","19980418","+,,0","19980415",",,0","19980415",",,0","5","","19980414",",,0","19980423",",,0","0.0",",0,18,+","0",",T,0,15,","61",",,0,15,","10.4",",,0,14,","27.2",",0,23,","2878.6","0","  11.1","3,,,0,0,2","  11.1","1,,,0,0,3","283.3",",0","  18.3","3,,,0,0,2","  13.9","2,,,0,0,3","   3.3","3,,,0,0,2","   5.6","1,,,0,0,3","   7.2","3,,,0,0,2","   6.1","2,,,0,0,3","   7.3","3,,,0,0,2","   8.0","1,,,0,0,3","  12.0","3,,,0,0,2","   9.2","2,,,0,0,3","53.2",",,,0","","","","","","","","","94",",,,0","8.95",",0","14.07",",,,0","3.82",",,,0","15272","2,X","","","270",",X","270",",X","","","","","","","15.2",",X","20.1",",X","","","",""
"USW00024127","1998-05","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.5",",X","8.4","0","6.7",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","3","","","","19980527","+,,0","19980531","+,,0","19980531","+,,0","3","","19980515",",,0","19980529","+,,0","5.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","10.2",",,0,15,","28.3",",0,29,+","2995.6","0","  14.4",",,,0,0,2","  15.6",",,,0,0,3","117.0",",0","  20.6",",,,0,0,2","  16.7",",,,0,0,3","  10.6",",,,0,0,2","  11.7",",,,0,0,3","  15.0",",,,0,0,2","  12.8",",,,0,0,3","  12.8",",,,0,0,2","  13.2",",,,0,0,3","  17.6",",,,0,0,2","  14.8",",,,0,0,3","26.5",",,,0","","","","","","","","","0",",,,0","14.77",",0","20.88",",,,0","8.66",",,,0","10160","2,X","","","210",",X","210",",X","","","","","","","21.0",",X","25.0",",X","","","",""
"USW00024127","1998-06","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.9",",X","36.5","0","28.1",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","5","","","","19980617",",,0","19980630","+,,0","19980603",",,0","10","","19980617",",,0","19980630",",,0","5.0",",0,17,","0",",,0,30,+","0",",T,0,03,","37.6",",,0,17,","33.3",",0,30,","3064.4","0","  18.9",",,,0,0,2","  18.3",",,,0,0,3","68.8",",0","  25.0",",,,0,0,2","  20.6",",,,0,0,3","  10.6",",,,0,0,2","  13.3",",,,0,0,3","  17.2",",,,0,0,2","  16.1",",,,0,0,3","  15.1",",,,0,0,2","  15.8",",,,0,0,3","  21.1",",,,0,0,2","  18.0",",,,0,0,3","97.6",",,,0","","","","","","","","","0",",T,,0","16.98",",0","23.12",",,,0","10.83",",,,0","19665",",X","","","340",",X","190",",X","","","","","","","13.4",",X","16.1",",X","","","",""
"USW00024127","1998-07","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.0",",X","289.5","0","253.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","1","","","","19980715","+,,0","19980731","+,,0","19980731","+,,0","5","","19980725",",,0","19980719","+,,0","16.1",",0,15,+","0",",,0,31,+","0",",,0,31,+","23.1",",,0,25,","38.9",",0,19,+","0.0","0","  23.9",",,,0,0,2","  23.9",",,,0,0,3","0.0",",0","  27.8",",,,0,0,2","  24.4",",,,0,0,3","  18.3",",,,0,0,2","  18.9",",,,0,0,3","  23.3",",,,0,0,2","  20.6",",,,0,0,3","  20.9",",,,0,0,2","  21.0",",,,0,0,3","  25.7",",,,0,0,2","  22.5",",,,0,0,3","39.9",",,,0","","","","","","","","","0",",,,0","26.49",",0","33.69",",,,0","19.30",",,,0","24509","1,X","","","160",",X","160",",X","","","","","","","19.7",",X","23.2",",X","","","",""
"USW00024127","1998-08","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.3",",X","506.3","0","216.8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","1","","","","19980828",",,0","19980831","+,,0","19980831","+,,0","7","","19980825",",,0","19980807",",,0","11.7",",0,28,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,25,","36.7",",0,07,","0.0","0","  21.7",",,,0,0,2","  21.7",",,,0,0,3","0.0",",0","  26.1",",,,0,0,2","  23.3",",,,0,0,3","  17.2",",,,0,0,2","  17.8",",,,0,0,3","  21.7",",,,0,0,2","  20.0",",,,0,0,3","  20.2",",,,0,0,2","  20.3",",,,0,0,3","  24.2",",,,0,0,2","  21.8",",,,0,0,3","11.8",",,,0","","","","","","","","","0",",,,0","25.33",",0","32.61",",,,0","18.05",",,,0","22384",",X","","","130","1,X","350",",X","","","","","","","18.3","1,X","24.1",",X","","","",""
"USW00024127","1998-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.7",",X","591.0","0","84.7",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","6",",0","5","","","","19980921",",,0","19980930","+,,0","19980912",",,0","7","","19980921",",,0","19980904",",,0","6.1",",0,21,","0",",,0,30,+","0",",T,0,12,","16.0",",,0,21,","33.9",",0,04,","33.3","0","  21.1","1,,,0,0,2","  20.6","1,,,0,0,3","33.3",",0","  23.3",",,,0,0,2","  22.2","2,,,0,0,3","  13.9","1,,,0,0,2","  14.4","1,,,0,0,3","  16.1",",,,0,0,2","  15.6","2,,,0,0,3","  17.8","1,,,0,0,2","  17.8","1,,,0,0,3","  20.6",",,,0,0,2","  18.7","2,,,0,0,3","38.8",",,,0","","","","","","","","","0",",T,,0","20.05",",0","26.39",",,,0","13.70",",,,0","13169","1,X","","","160",",X","150",",X","","","","","","","15.2",",X","18.3",",X","","","",""
"USW00024127","1998-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.5",",X","591.0","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","7","","","","19981018",",,0","19981031","+,,0","19981031","+,,0","3","","19981003",",,0","19981013",",,0","0.6",",0,18,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,03,","25.0",",0,13,","275.1","0","  17.2","1,,,0,0,2","  15.6","3,,,0,0,3","241.8",",0","  18.3","1,,,0,0,2","  16.7","2,,,0,0,3","   9.4","1,,,0,0,2","  10.0","3,,,0,0,3","  11.1","1,,,0,0,2","  10.0","2,,,0,0,3","  11.6","1,,,0,0,2","  11.6","3,,,0,0,3","  13.4","1,,,0,0,2","  12.3","2,,,0,0,3","31.7",",,,0","","","","","","","","","0",",,,0","10.53",",0","16.16",",,,0","4.91",",,,0","13164",",X","","","270",",X","280",",X","","","","","","","12.5",",X","15.2",",X","","","",""
"USW00024127","1998-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.2",",X","591.0","0","0.0",",0","7",",0","3",",0","0",",0","1",",0","2",",0","0",",0","18",",0","0",",0","0",",0","0",",0","8","","1","","19981112","+,,0","19981109",",,0","19981109",",,0","2","","19981105",",,0","19981127",",,0","-3.3",",0,12,+","25",",,0,09,","28",",,0,09,","10.7",",,0,05,","19.4",",0,27,","644.5","0","  10.6","2,,,0,0,2","  10.0","2,,,0,0,3","369.4",",0","  11.7",",,,0,0,2","  11.1","2,,,0,0,3","   5.0","2,,,0,0,2","   5.0","2,,,0,0,3","   5.6",",,,0,0,2","   5.6","2,,,0,0,3","   7.0","2,,,0,0,2","   6.9","2,,,0,0,3","   8.3",",,,0,0,2","   7.5","2,,,0,0,3","32.4",",,,0","","","","","","","","","53",",,,0","6.02",",0","11.45",",,,0","0.59",",,,0","7120","1,X","","","170",",X","160",",X","","","","","","","17.9",",X","22.8",",X","","","",""
"USW00024127","1998-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.1",",X","591.0","0","0.0",",0","5",",0","3",",0","0",",0","11",",0","3",",0","0",",0","26",",0","11",",0","0",",0","0",",0","19","","3","","19981221",",,0","19981205",",,0","19981204",",,0","","","19981204",",,0","19981203",",,0","-17.2",",0,21,","102",",,0,05,","97",",,0,04,","17.8",",,0,04,","17.2",",0,03,","1255.6","0","","","","","611.1",",0","","","","","","","","","","","","","","","","","","","","","32.3",",,,0","","","","","","","","","168",",,,0","-1.38",",0","3.21",",,,0","-5.97",",,,0","9223","1,X","","","180",",X","180",",X","","","","","","","16.1",",X","20.6",",X","","","",""
